ID,age,education,gender,hours-per-week
1360,46,9,0,40
1361,41,8,0,40
1362,44,10,0,50
1363,51,9,1,38
1364,19,8,0,16
1365,57,9,1,40
1366,45,13,1,40
1367,23,10,0,32
1368,52,10,0,55
1369,24,13,0,40
1370,21,11,1,40
1371,51,10,0,60
1372,28,9,0,40
1373,37,14,0,50
1374,35,9,0,40
1375,25,10,0,40
1376,24,10,0,40
1377,41,13,0,20
1378,37,9,0,40
1379,22,10,1,40
1380,28,14,0,50
1381,58,9,0,40
1382,56,11,0,45
1383,44,7,1,60
1384,32,9,0,40
1385,33,9,0,32
1386,45,9,1,15
1387,43,10,0,40
1388,37,9,0,40
1389,33,13,0,75
1390,22,10,0,20
1391,33,7,1,20
1392,31,10,0,40
1393,37,13,1,32
1394,18,7,0,12
1395,44,13,0,50
1396,59,10,0,40
1397,44,14,0,40
1398,47,13,0,40
1399,32,10,1,40
1400,33,13,0,40
1401,28,10,0,40
1402,70,9,1,32
1403,42,9,0,40
1404,26,10,0,43
1405,36,9,0,40
1406,25,9,0,40
1407,21,10,1,10
1408,29,9,0,45
1409,31,9,1,40
1410,58,9,1,27
1411,49,10,1,55
1412,27,11,1,40
1413,41,13,0,60
1414,23,9,0,40
1415,30,9,1,40
1416,48,10,1,40
1417,23,10,0,37
1418,49,12,0,60
1419,40,9,0,40
1420,42,10,0,40
1421,37,10,0,42
1422,35,9,0,50
1423,49,9,0,80
1424,41,10,0,40
1425,33,12,0,40
1426,50,9,1,38
1427,35,14,0,40
1428,49,9,0,52
1429,25,10,0,24
1430,40,13,0,50
1431,37,10,1,45
1432,21,9,0,40
1433,22,11,0,40
1434,30,10,0,40
1435,26,9,0,40
1436,20,10,0,35
1437,24,10,1,42
1438,33,9,0,40
1439,33,11,0,40
1440,61,10,0,40
1441,43,10,1,40
1442,21,1,0,50
1443,18,7,1,8
1444,43,12,1,30
1445,28,13,0,45
1446,55,14,0,55
1447,22,9,1,40
1448,38,13,0,50
1449,46,2,1,30
1450,25,13,0,50
1451,64,13,0,40
1452,40,11,1,40
1453,35,8,1,50
1454,26,10,0,45
1455,33,9,0,40
1456,65,9,1,25
1457,54,11,1,10
1458,49,10,0,40
1459,33,13,0,40
1460,66,11,1,35
1461,21,9,0,40
1462,44,9,0,45
1463,38,4,1,50
1464,41,13,0,40
1465,47,10,0,20
1466,20,10,0,8
1467,36,9,0,60
1468,48,13,0,45
1469,53,9,0,85
1470,29,9,0,48
1471,40,10,1,25
1472,27,9,0,40
1473,34,9,0,44
1474,52,14,0,70
1475,39,12,0,60
1476,30,9,0,66
1477,18,7,0,20
1478,26,10,1,40
1479,62,10,1,50
1480,41,13,1,25
1481,40,10,0,43
1482,30,10,0,35
1483,47,13,1,50
1484,46,13,0,40
1485,28,10,0,50
1486,54,9,0,60
1487,44,9,0,60
1488,46,10,0,40
1489,29,9,0,40
1490,33,9,0,40
1491,23,9,1,40
1492,62,9,0,24
1493,20,9,0,30
1494,20,10,1,18
1495,20,10,1,30
1496,58,6,0,40
1497,31,9,0,40
1498,43,9,0,68
1499,35,9,0,40
1500,50,10,0,50
1501,43,13,0,40
1502,34,11,0,50
1503,42,9,1,40
1504,42,16,0,60
1505,39,13,1,40
1506,34,9,0,40
1507,55,9,0,30
1508,21,10,0,45
1509,38,13,0,42
1510,22,10,0,20
1511,32,9,1,40
1512,37,12,1,25
1513,28,7,1,40
1514,63,9,1,40
1515,52,13,0,55
1516,51,7,0,40
1517,23,10,0,25
1518,64,9,0,60
1519,34,14,0,50
1520,18,9,0,60
1521,26,13,1,50
1522,30,9,0,40
1523,35,10,0,40
1524,22,10,0,10
1525,37,13,1,36
1526,49,7,0,75
1527,41,9,0,40
1528,25,9,0,40
1529,30,12,0,50
1530,32,9,0,40
1531,33,10,0,20
1532,35,10,0,50
1533,35,9,1,32
1534,30,13,1,40
1535,24,9,1,40
1536,21,10,1,40
1537,38,13,1,40
1538,47,10,0,40
1539,33,12,0,40
1540,42,7,0,50
1541,18,7,0,30
1542,70,9,0,37
1543,50,10,0,40
1544,24,13,1,35
1545,50,10,0,40
1546,37,6,0,50
1547,41,9,0,40
1548,41,13,1,25
1549,27,11,0,60
1550,24,10,0,72
1551,44,14,0,50
1552,57,4,0,40
1553,35,14,0,40
1554,26,12,1,40
1555,37,9,0,24
1556,27,9,0,40
1557,57,9,0,60
1558,19,10,1,38
1559,50,10,1,40
1560,31,9,0,43
1561,40,16,0,40
1562,44,14,1,60
1563,26,6,0,40
1564,17,7,1,40
1565,54,7,0,40
1566,51,7,1,40
1567,37,10,0,40
1568,40,10,0,40
1569,28,9,1,40
1570,21,12,1,20
1571,34,13,0,45
1572,29,14,1,40
1573,56,9,0,10
1574,66,9,1,40
1575,23,9,0,40
1576,50,9,0,40
1577,36,9,0,40
1578,47,9,0,50
1579,35,10,0,60
1580,31,10,0,80
1581,60,5,0,37
1582,47,9,0,50
1583,41,10,0,40
1584,34,12,1,60
1585,26,10,0,40
1586,60,14,0,40
1587,23,9,0,25
1588,32,9,1,28
1589,38,9,0,40
1590,30,5,1,30
1591,59,9,0,40
1592,37,12,0,38
1593,40,9,0,25
1594,41,11,1,44
1595,38,10,0,40
1596,30,13,1,40
1597,51,9,1,38
1598,36,9,1,40
1599,17,6,0,20
1600,42,13,1,50
1601,52,14,1,40
1602,39,13,1,63
1603,35,9,1,30
1604,29,14,0,40
1605,43,9,0,40
1606,21,10,0,20
1607,37,9,0,40
1608,38,9,1,40
1609,54,13,1,60
1610,24,10,0,40
1611,20,10,0,20
1612,64,10,0,20
1613,26,14,1,40
1614,20,10,0,20
1615,55,9,1,38
1616,52,15,0,60
1617,29,9,0,40
1618,33,9,1,40
1619,22,6,1,40
1620,57,7,0,15
1621,33,14,0,45
1622,31,9,1,40
1623,18,7,0,8
1624,24,10,1,40
1625,33,9,0,30
1626,31,10,1,20
1627,29,9,0,40
1628,35,9,0,40
1629,37,9,0,45
1630,24,13,1,40
1631,33,12,0,56
1632,27,10,0,49
1633,59,9,0,40
1634,30,10,0,40
1635,28,13,1,40
1636,43,9,1,40
1637,40,10,1,40
1638,37,13,0,40
1639,45,13,1,50
1640,33,12,0,20
1641,20,10,1,15
1642,44,14,0,35
1643,53,4,0,40
1644,59,16,0,40
1645,20,10,1,16
1646,56,10,1,50
1647,29,10,0,45
1648,20,10,1,20
1649,26,15,1,30
1650,47,12,0,40
1651,32,9,0,40
1652,32,10,1,55
1653,54,9,0,41
1654,63,9,0,20
1655,32,12,0,30
1656,20,10,0,40
1657,42,9,1,40
1658,45,9,0,40
1659,44,10,0,60
1660,39,13,0,50
1661,33,9,0,40
1662,44,4,0,40
1663,48,10,0,40
1664,29,9,0,45
1665,30,15,0,50
1666,34,9,0,50
1667,30,13,0,50
1668,45,11,1,40
1669,24,10,0,40
1670,45,9,0,40
1671,18,7,0,20
1672,34,14,1,40
1673,21,10,1,40
1674,41,13,0,50
1675,25,10,0,40
1676,19,10,0,20
1677,40,10,0,44
1678,21,10,1,20
1679,21,10,1,10
1680,25,5,0,40
1681,19,7,1,30
1682,22,11,0,20
1683,21,11,0,40
1684,56,9,0,40
1685,61,9,0,55
1686,33,10,0,35
1687,45,10,1,24
1688,40,10,0,60
1689,56,4,0,40
1690,35,9,0,35
1691,34,11,0,32
1692,56,10,0,40
1693,31,13,1,70
1694,37,10,1,40
1695,20,5,1,32
1696,58,13,0,40
1697,34,13,1,40
1698,44,10,0,72
1699,22,10,1,40
1700,30,9,0,40
1701,29,9,1,40
1702,37,9,0,30
1703,43,10,0,50
1704,44,13,0,40
1705,51,12,0,55
1706,39,13,0,70
1707,33,9,0,40
1708,63,9,0,40
1709,32,9,0,41
1710,22,9,1,40
1711,28,13,1,35
1712,29,9,1,40
1713,32,13,1,32
1714,23,13,1,5
1715,32,14,0,50
1716,22,9,0,40
1717,38,9,0,40
1718,56,7,1,40
1719,32,10,0,50
1720,41,9,0,54
1721,42,3,0,40
1722,44,10,1,40
1723,30,10,0,40
1724,40,10,0,50
1725,39,14,0,45
1726,40,9,0,60
1727,46,10,0,45
1728,21,10,0,40
1729,21,10,1,20
1730,45,4,0,55
1731,41,9,1,40
1732,55,7,0,32
1733,31,10,0,65
1734,38,10,1,35
1735,56,9,1,25
1736,50,6,0,45
1737,39,9,0,40
1738,24,10,1,40
1739,32,9,0,40
1740,39,13,0,50
1741,17,7,0,20
1742,48,9,0,89
1743,34,9,0,45
1744,28,7,0,40
1745,32,13,0,50
1746,45,5,0,40
1747,36,9,1,28
1748,55,13,1,38
1749,44,10,1,25
1750,21,9,0,53
1751,50,9,1,40
1752,64,4,1,40
1753,54,13,0,40
1754,47,10,0,40
1755,43,14,1,45
1756,24,7,1,40
1757,58,10,0,45
1758,40,9,0,40
1759,53,9,0,40
1760,20,7,1,50
1761,54,9,0,40
1762,44,13,0,90
1763,50,9,1,40
1764,56,6,1,32
1765,31,13,0,40
1766,20,10,1,40
1767,39,13,0,35
1768,18,7,0,13
1769,46,2,1,40
1770,20,9,1,40
1771,25,7,0,40
1772,33,10,1,40
1773,54,15,0,50
1774,37,5,0,40
1775,44,9,0,40
1776,49,10,0,40
1777,31,13,0,40
1778,54,9,0,45
1779,45,10,1,40
1780,42,13,0,40
1781,60,9,0,40
1782,39,14,1,40
1783,42,14,1,45
1784,61,9,1,40
1785,44,9,0,40
1786,52,10,1,35
1787,38,9,0,40
1788,46,14,0,45
1789,35,13,1,30
1790,17,6,0,20
1791,53,13,0,40
1792,56,4,0,36
1793,39,7,0,40
1794,24,10,1,20
1795,62,6,0,40
1796,48,10,1,24
1797,37,9,0,51
1798,24,13,1,40
1799,20,10,1,35
1800,48,13,0,40
1801,26,10,0,50
1802,35,13,0,60
1803,30,16,0,40
1804,49,2,0,40
1805,64,16,0,60
1806,49,12,1,40
1807,40,9,0,40
1808,22,10,0,25
1809,37,9,0,55
1810,20,9,0,8
1811,40,11,0,40
1812,59,9,0,40
1813,30,13,0,45
1814,25,13,1,30
1815,32,10,0,45
1816,53,9,0,40
1817,30,9,1,45
1818,67,9,0,20
1819,35,9,0,48
1820,35,14,0,55
1821,50,2,1,40
1822,39,13,0,60
1823,52,9,0,50
1824,28,4,0,40
1825,21,4,0,40
1826,25,10,1,40
1827,48,9,1,37
1828,53,10,0,60
1829,33,9,1,40
1830,35,9,0,90
1831,25,9,0,40
1832,34,9,0,40
1833,40,10,0,50
1834,41,9,0,45
1835,46,11,1,36
1836,57,7,0,52
1837,71,10,0,10
1838,38,10,0,40
1839,31,9,0,40
1840,58,10,1,40
1841,32,12,0,35
1842,49,13,1,40
1843,27,13,0,40
1844,30,15,1,45
1845,18,9,1,25
1846,37,13,0,55
1847,56,10,0,40
1848,40,10,0,47
1849,30,9,1,40
1850,42,14,0,22
1851,35,10,0,40
1852,35,10,0,58
1853,52,9,1,36
1854,50,12,0,40
1855,40,9,0,45
1856,32,4,0,40
1857,27,9,0,40
1858,46,2,0,40
1859,27,11,0,43
1860,51,10,1,40
1861,53,3,0,40
1862,51,12,0,40
1863,38,16,1,36
1864,26,13,1,40
1865,56,9,0,50
1866,56,5,0,40
1867,23,10,0,35
1868,26,13,1,40
1869,52,11,0,32
1870,43,9,0,40
1871,38,10,0,15
1872,33,9,0,40
1873,31,9,1,40
1874,37,10,0,70
1875,49,7,1,35
1876,30,13,0,40
1877,31,13,0,40
1878,42,9,0,40
1879,63,13,1,36
1880,47,10,0,40
1881,29,9,0,40
1882,38,12,1,40
1883,38,10,0,55
1884,20,9,1,40
1885,42,9,0,35
1886,33,13,0,40
1887,42,10,0,45
1888,56,6,0,40
1889,20,10,1,30
1890,62,11,0,50
1891,30,7,0,40
1892,21,10,0,40
1893,58,9,1,36
1894,25,9,1,40
1895,50,9,1,48
1896,21,9,1,40
1897,42,10,1,40
1898,35,13,0,45
1899,17,7,1,15
1900,23,13,0,20
1901,51,16,1,60
1902,54,9,1,38
1903,23,10,0,40
1904,21,9,1,30
1905,29,9,0,55
1906,44,13,0,40
1907,48,13,0,40
1908,47,14,1,6
1909,40,14,0,40
1910,57,2,0,35
1911,60,10,0,35
1912,64,10,0,40
1913,33,9,0,50
1914,26,10,1,38
1915,31,10,0,40
1916,61,9,0,45
1917,31,8,1,21
1918,37,12,1,40
1919,47,16,0,35
1920,19,9,1,15
1921,47,9,1,37
1922,45,14,0,50
1923,31,16,1,28
1924,37,14,0,45
1925,34,10,0,55
1926,28,13,1,45
1927,59,10,0,50
1928,41,14,0,40
1929,50,13,0,45
1930,52,12,1,32
1931,30,13,1,40
1932,26,3,0,30
1933,37,10,1,40
1934,27,13,1,40
1935,55,9,0,65
1936,48,10,0,45
1937,33,9,0,50
1938,17,7,0,25
1939,33,16,0,60
1940,78,9,1,1
1941,43,9,0,44
1942,55,13,0,38
1943,59,10,1,38
1944,44,11,0,40
1945,58,10,0,45
1946,53,10,0,48
1947,21,9,0,40
1948,28,13,0,45
1949,32,10,0,40
1950,23,10,0,25
1951,31,13,0,40
1952,43,10,0,40
1953,50,9,0,45
1954,33,10,0,50
1955,23,10,1,20
1956,28,13,0,60
1957,30,13,0,50
1958,25,10,1,40
1959,29,9,1,20
1960,20,12,1,40
1961,65,15,0,40
1962,37,13,1,40
1963,22,9,1,40
1964,31,9,0,40
1965,53,13,1,43
1966,36,6,0,40
1967,33,11,1,26
1968,40,9,0,40
1969,51,13,0,70
1970,35,10,1,38
1971,38,9,0,50
1972,78,14,1,15
1973,49,13,0,40
1974,46,10,0,40
1975,42,13,0,40
1976,48,9,1,8
1977,26,9,0,60
1978,40,10,0,20
1979,19,6,1,40
1980,46,10,1,10
1981,51,13,0,40
1982,35,9,0,55
1983,34,10,0,50
1984,46,13,0,60
1985,44,14,0,20
1986,23,9,1,35
1987,55,11,1,38
1988,39,9,1,40
1989,38,9,0,40
1990,32,13,0,40
1991,32,9,1,40
1992,22,9,0,40
1993,54,10,0,40
1994,49,10,0,50
1995,27,13,1,40
1996,44,15,1,99
1997,41,9,0,40
1998,24,13,1,40
1999,44,9,1,40
2000,42,13,0,60
2001,26,10,0,40
2002,31,12,0,40
2003,52,9,0,49
2004,19,9,1,40
2005,90,13,0,50
2006,48,13,1,40
2007,64,14,1,35
2008,38,13,0,50
2009,48,10,1,35
2010,26,11,1,60
2011,53,9,0,60
2012,19,9,1,25
2013,39,14,0,40
2014,46,10,0,40
2015,46,10,0,40
2016,35,9,0,40
2017,40,11,0,30
2018,25,11,1,40
2019,42,9,0,50
2020,48,9,0,40
2021,26,7,0,40
2022,60,11,0,40
2023,25,9,1,40
2024,39,13,0,45
2025,55,10,0,40
2026,21,10,0,30
2027,39,13,1,20
2028,21,8,0,25
2029,50,3,0,55
2030,27,9,0,40
2031,47,9,1,38
2032,22,9,0,40
2033,42,9,1,50
2034,62,9,0,45
2035,56,9,0,40
2036,21,9,0,40
2037,19,10,0,20
2038,42,10,1,37
2039,58,9,0,40
2040,34,5,1,40
2041,52,14,0,50
2042,49,10,0,50
2043,49,9,0,40
2044,44,15,0,70
2045,46,4,0,40
2046,25,13,1,50
2047,20,7,0,60
2048,41,7,0,40
2049,47,9,0,50
2050,54,13,0,50
2051,30,11,1,24
2052,36,13,0,45
2053,37,9,0,40
2054,47,13,0,40
2055,31,13,0,55
2056,32,13,0,40
2057,52,7,0,40
2058,53,11,0,40
2059,36,13,0,40
2060,53,9,0,40
2061,20,5,0,40
2062,36,10,0,40
2063,21,10,1,40
2064,37,6,0,65
2065,44,10,0,12
2066,37,13,1,50
2067,20,10,1,40
2068,33,13,1,32
2069,58,9,0,20
2070,32,9,0,40
2071,60,9,0,44
2072,26,10,0,40
2073,54,10,0,40
2074,60,10,1,40
2075,52,10,1,16
2076,28,9,0,30
2077,39,9,0,40
2078,28,11,1,40
2079,19,9,1,20
2080,20,10,0,40
2081,29,16,0,50
2082,35,10,0,60
2083,27,10,0,40
2084,39,9,0,48
2085,39,9,1,47
2086,49,10,0,40
2087,31,9,1,35
2088,39,9,1,70
2089,38,11,1,25
2090,84,14,0,66
2091,20,8,1,10
2092,35,5,0,45
2093,43,13,1,70
2094,37,10,0,48
2095,21,10,0,40
2096,33,9,0,60
2097,39,10,0,52
2098,29,13,1,40
2099,53,6,0,99
2100,19,10,1,25
2101,46,15,0,40
2102,36,10,0,57
2103,53,9,0,40
2104,58,5,0,40
2105,47,9,0,40
2106,32,9,0,50
2107,51,7,0,40
2108,17,7,0,15
2109,35,10,1,40
2110,20,9,0,40
2111,54,14,0,40
2112,33,15,1,50
2113,51,10,0,40
2114,30,10,1,36
2115,44,9,1,40
2116,40,6,0,40
2117,54,10,0,50
2118,33,9,1,40
2119,48,13,0,60
2120,24,9,1,40
2121,50,9,0,45
2122,22,10,0,40
2123,29,13,1,40
2124,29,9,1,27
2125,32,10,0,16
2126,44,14,0,40
2127,18,7,1,20
2128,52,9,0,98
2129,49,9,1,8
2130,24,13,1,40
2131,19,9,1,20
2132,17,7,1,20
2133,33,16,1,60
2134,51,14,0,45
2135,19,9,0,45
2136,20,9,0,45
2137,39,13,1,36
2138,34,13,0,38
2139,61,9,0,40
2140,17,8,0,18
2141,60,9,0,40
2142,40,9,0,45
2143,30,14,0,45
2144,53,9,1,40
2145,39,14,0,40
2146,23,13,0,40
2147,63,13,1,56
2148,26,9,1,40
2149,57,13,0,40
2150,22,10,0,25
2151,23,10,0,20
2152,27,13,1,48
2153,34,9,0,60
2154,43,9,0,45
2155,34,13,1,40
2156,50,13,0,40
2157,19,5,1,25
2158,32,9,0,45
2159,28,12,1,16
2160,19,9,0,35
2161,50,11,0,40
2162,47,10,0,55
2163,19,9,0,40
2164,25,13,1,50
2165,42,14,1,40
2166,23,10,1,15
2167,18,9,1,35
2168,22,9,0,40
2169,38,10,0,40
2170,45,13,0,45
2171,23,10,1,25
2172,21,10,0,30
2173,34,9,1,40
2174,43,10,0,48
2175,59,9,0,30
2176,31,4,1,35
2177,41,10,1,36
2178,50,11,1,40
2179,35,16,1,20
2180,44,12,0,40
2181,26,13,0,40
2182,32,9,1,22
2183,23,7,0,40
2184,25,13,0,60
2185,23,9,0,40
2186,18,10,1,40
2187,31,10,1,30
2188,31,12,0,50
2189,46,10,0,40
2190,38,10,0,55
2191,36,9,0,40
2192,36,10,0,20
2193,42,13,0,60
2194,29,9,0,45
2195,19,7,0,40
2196,45,13,0,40
2197,58,9,0,40
2198,57,9,0,40
2199,49,14,0,50
2200,51,13,1,43
2201,33,9,1,40
2202,29,10,0,50
2203,62,10,1,1
2204,46,11,0,40
2205,44,6,1,42
2206,43,2,1,21
2207,22,9,0,70
2208,37,9,1,38
2209,33,9,1,36
2210,43,9,0,40
2211,35,9,1,20
2212,41,9,0,50
2213,27,10,0,40
2214,29,9,0,40
2215,22,10,0,65
2216,36,9,1,40
2217,35,9,0,60
2218,37,8,1,40
2219,37,14,0,60
2220,46,9,0,40
2221,29,9,0,40
2222,27,4,0,50
2223,41,16,1,50
2224,30,11,0,55
2225,73,9,0,24
2226,34,13,0,40
2227,44,15,0,65
2228,33,13,0,45
2229,17,6,0,20
2230,31,10,0,40
2231,19,9,0,30
2232,32,9,0,40
2233,34,7,1,40
2234,40,13,1,40
2235,19,10,1,40
2236,20,9,1,30
2237,30,10,1,35
2238,47,15,0,55
2239,32,13,0,40
2240,31,11,1,43
2241,33,13,1,50
2242,35,10,0,50
2243,58,9,0,40
2244,49,13,0,45
2245,37,9,0,40
2246,23,9,1,40
2247,37,11,1,30
2248,24,13,0,55
2249,25,10,1,40
2250,25,9,0,40
2251,38,9,0,40
2252,68,10,1,30
2253,56,9,1,40
2254,19,10,1,40
2255,55,14,1,50
2256,32,13,0,45
2257,27,4,0,40
2258,43,9,0,60
2259,50,9,0,50
2260,20,10,0,25
2261,42,10,0,40
2262,23,9,0,40
2263,36,10,0,60
2264,27,10,0,60
2265,25,10,0,40
2266,48,10,1,40
2267,34,10,1,40
2268,29,10,0,40
2269,21,10,0,40
2270,42,13,0,40
2271,34,9,0,80
2272,30,9,0,40
2273,57,14,0,50
2274,38,10,0,72
2275,54,10,0,40
2276,25,9,1,40
2277,23,3,0,40
2278,37,16,0,72
2279,49,9,0,60
2280,20,9,1,15
2281,55,10,1,12
2282,55,14,0,40
2283,41,9,1,40
2284,41,13,0,40
2285,40,9,0,50
2286,35,9,1,38
2287,30,13,0,70
2288,18,6,1,35
2289,39,10,1,38
2290,31,10,0,50
2291,31,10,0,60
2292,66,9,1,3
2293,49,10,1,40
2294,58,9,0,50
2295,21,10,1,25
2296,29,7,1,40
2297,20,10,1,40
2298,55,11,0,45
2299,24,9,1,36
2300,50,9,0,50
2301,47,11,0,40
2302,26,13,1,20
2303,21,9,0,60
2304,42,9,1,40
2305,30,15,0,40
2306,47,9,0,42
2307,21,10,1,14
2308,26,13,0,40
2309,30,9,0,50
2310,38,9,1,38
2311,19,9,1,20
2312,34,9,0,45
2313,23,12,1,35
2314,70,10,1,17
2315,26,9,1,30
2316,58,10,0,65
2317,51,10,0,75
2318,20,9,1,40
2319,48,10,0,50
2320,33,13,0,30
2321,56,13,0,50
2322,33,9,0,40
2323,56,9,0,44
2324,35,10,1,40
2325,37,9,0,40
2326,32,12,0,80
2327,47,10,1,35
2328,18,7,1,10
2329,41,10,1,80
2330,51,14,0,40
2331,41,12,0,40
2332,48,9,0,60
2333,46,9,1,40
2334,31,9,0,40
2335,26,13,1,20
2336,31,10,1,20
2337,54,14,0,40
2338,40,9,1,37
2339,39,13,0,40
2340,23,10,0,50
2341,34,9,0,40
2342,39,9,0,40
2343,28,13,0,45
2344,60,9,0,42
2345,29,16,0,50
2346,61,13,0,50
2347,50,9,0,20
2348,28,9,0,40
2349,33,9,0,87
2350,35,10,0,60
2351,49,9,1,35
2352,41,9,0,6
2353,23,9,1,20
2354,35,11,0,40
2355,27,12,0,40
2356,37,10,1,40
2357,24,10,0,40
2358,21,12,0,35
2359,50,9,0,60
2360,34,13,0,40
2361,21,9,1,50
2362,39,10,0,30
2363,62,14,0,45
2364,51,10,0,40
2365,32,13,0,40
2366,48,14,0,40
2367,34,9,0,50
2368,55,10,0,40
2369,47,9,1,43
2370,18,9,1,40
2371,39,13,1,55
2372,47,14,0,50
2373,32,9,0,40
2374,46,10,0,45
2375,51,14,0,50
2376,56,13,0,30
2377,71,10,0,30
2378,49,11,0,60
2379,20,9,0,40
2380,70,10,1,12
2381,47,10,0,50
2382,28,10,0,45
2383,43,14,0,45
2384,58,9,0,50
2385,40,10,0,40
2386,62,10,0,40
2387,44,10,0,40
2388,22,9,1,10
2389,61,9,0,40
2390,22,8,0,35
2391,46,12,1,40
2392,43,13,0,45
2393,58,12,1,40
2394,35,9,0,60
2395,22,9,0,40
2396,58,10,1,30
2397,37,13,0,40
2398,57,9,0,40
2399,44,13,0,40
2400,30,10,1,37
2401,31,13,1,65
2402,58,10,1,55
2403,23,13,1,35
2404,58,9,0,40
2405,81,10,1,20
2406,44,10,0,40
2407,68,10,1,40
2408,39,10,1,75
2409,37,13,0,50
2410,47,10,0,40
2411,55,9,0,40
2412,23,13,1,43
2413,53,3,0,40
2414,36,12,0,55
2415,47,9,1,20
2416,45,9,1,40
2417,61,9,0,55
2418,31,10,0,50
2419,21,10,1,30
2420,25,10,0,46
2421,35,9,0,40
2422,33,13,0,45
2423,19,9,0,30
2424,25,9,0,30
2425,33,14,0,45
2426,18,9,0,3
2427,35,10,1,40
2428,20,4,0,40
2429,42,13,0,70
2430,45,13,1,55
2431,30,13,0,50
2432,46,9,0,40
2433,29,10,0,40
2434,44,9,0,70
2435,24,10,1,16
2436,44,13,0,40
2437,36,10,0,8
2438,27,14,0,20
2439,28,13,1,45
2440,34,9,0,30
2441,34,9,0,60
2442,27,16,1,40
2443,19,4,0,60
2444,25,10,0,45
2445,43,11,0,40
2446,37,10,1,40
2447,42,16,1,60
2448,33,9,0,50
2449,26,1,0,40
2450,41,14,1,40
2451,35,10,1,40
2452,27,13,0,45
2453,50,11,1,40
2454,42,10,0,20
2455,64,9,1,40
2456,28,10,0,40
2457,19,6,1,40
2458,56,9,1,40
2459,51,14,0,50
2460,64,9,0,40
2461,49,14,0,80
2462,35,11,1,44
2463,40,9,1,40
2464,55,13,0,40
2465,64,9,0,40
2466,44,9,0,40
2467,25,10,1,40
2468,32,9,0,40
2469,46,10,0,50
2470,19,9,0,24
2471,17,8,0,17
2472,20,10,0,24
2473,66,6,0,30
2474,27,11,0,40
2475,20,10,1,20
2476,46,13,1,40
2477,23,13,0,40
2478,31,5,1,40
2479,47,14,0,40
2480,21,10,1,40
2481,47,14,0,35
2482,33,12,1,40
2483,58,6,0,50
2484,90,14,0,50
2485,49,6,0,70
2486,39,9,0,50
2487,60,13,1,40
2488,20,9,0,40
2489,30,11,0,53
2490,25,13,0,40
2491,19,9,0,30
2492,66,13,0,40
2493,22,9,0,20
2494,23,13,1,20
2495,23,9,0,40
2496,51,13,0,50
2497,42,9,1,42
2498,48,14,1,52
2499,36,13,0,55
2500,51,13,0,45
2501,32,13,0,20
2502,50,15,0,75
2503,22,9,0,40
2504,52,9,1,40
2505,28,9,0,40
2506,39,13,1,25
2507,55,12,1,40
2508,59,9,0,40
2509,25,10,1,45
2510,58,13,0,40
2511,51,13,1,35
2512,54,10,0,30
2513,21,10,1,25
2514,35,9,1,40
2515,47,12,0,40
2516,39,10,0,65
2517,52,11,0,40
2518,41,13,1,30
2519,51,16,1,70
2520,45,13,0,48
2521,28,11,1,40
2522,21,10,0,30
2523,43,13,0,40
2524,42,14,0,35
2525,28,10,0,55
2526,44,13,1,45
2527,27,11,0,40
2528,60,9,0,35
2529,22,10,1,48
2530,47,9,0,40
2531,27,13,0,25
2532,30,13,1,50
2533,42,12,1,45
2534,42,9,0,40
2535,50,13,0,60
2536,29,13,0,48
2537,34,9,0,45
2538,69,9,0,30
2539,23,9,0,55
2540,33,9,1,40
2541,45,9,1,26
2542,22,10,1,13
2543,62,10,0,10
2544,62,9,1,40
2545,59,9,1,20
2546,31,7,0,40
2547,22,10,0,25
2548,30,14,1,40
2549,30,10,0,40
2550,47,4,1,30
2551,21,10,1,40
2552,25,9,0,50
2553,28,6,0,40
2554,34,9,0,25
2555,37,9,0,50
2556,39,9,0,50
2557,38,14,0,48
2558,35,9,0,40
2559,23,10,0,25
2560,49,10,1,40
2561,31,9,0,50
2562,47,14,1,35
2563,43,13,1,39
2564,33,14,0,40
2565,27,9,0,99
2566,36,9,0,60
2567,38,9,0,32
2568,49,11,0,40
2569,32,9,0,60
2570,31,10,1,25
2571,47,9,0,40
2572,45,13,0,40
2573,31,9,0,40
2574,25,9,0,40
2575,56,2,0,40
2576,26,13,0,40
2577,50,6,0,56
2578,57,14,1,40
2579,21,9,1,45
2580,24,10,1,40
2581,33,13,0,50
2582,18,7,0,20
2583,18,8,1,20
2584,32,9,0,40
2585,22,9,0,40
2586,34,9,0,40
2587,42,9,0,40
2588,40,13,0,40
2589,55,16,0,30
2590,71,10,0,35
2591,51,9,0,40
2592,19,8,1,30
2593,29,13,0,40
2594,35,8,0,40
2595,23,9,0,40
2596,40,10,1,40
2597,25,12,0,13
2598,45,6,0,40
2599,42,10,0,45
2600,30,14,0,45
2601,57,3,0,84
2602,51,10,1,50
2603,34,9,1,40
2604,41,13,1,48
2605,59,9,0,60
2606,75,9,0,15
2607,23,10,0,40
2608,39,12,0,50
2609,24,13,0,40
2610,49,9,0,60
2611,38,16,0,40
2612,43,13,0,40
2613,37,14,0,40
2614,45,8,0,35
2615,31,10,0,40
2616,90,10,0,35
2617,54,9,1,35
2618,26,10,0,40
2619,34,9,1,40
2620,26,13,1,40
2621,25,12,1,45
2622,56,9,1,40
2623,30,14,0,38
2624,18,10,1,40
2625,25,9,1,40
2626,26,9,0,40
2627,52,12,0,40
2628,77,14,0,45
2629,20,10,1,15
2630,46,10,1,40
